name,line
Chizuru Ichinose,You still have time left! 
Grandma Nagomi,It’s not such a big deal. I only fainted.
s Mother,"But of course we would worry, Mother! Your health is important! "
s Father,"Mom, you need to realise that you aren’t young anymore."
s Father,We do have a shop to run! 
s Father,And this isn’t the first time you’ve been hospitalised.
Grandma Nagomi,Does this room have WI-FI? 
s Mother,The phone is probably a bad idea.
s Father,I’ll get you some magazines for senior citizens! 
s Mother,Would you like something soft to eat?
Grandma Nagomi,Don’t act like I’m on my last legs! 
Grandma Nagomi,"Anyway, who might that young lady be?"
s Mother,I brought her in because she was with Kazuya.
s Mother,Are you his classmate from college?
Chizuru Ichinose,E-Er…
s Mother,"You couldn’t be his girlfriend, right?"
s Father,"No way, honey. This is Kazuya we’re talking about. "
s Mother,Right. It’s Kazuya. 
Grandma Nagomi,Kazuya? 
Kazuya Kinoshita,G-Girlfriend…
Kazuya Kinoshita,She’s my girlfriend! 
Chizuru Ichinose,It’s a pleasure to meet you.
Chizuru Ichinose,My name is Mizuhara Chizuru. 
Kazuya Kinoshita,Perfect.
Chizuru Ichinose,"It’s a shame I had to introduce myself under such circumstances, but I’m glad to meet you all nonetheless. "
Grandma Nagomi,Get me discharged! 
s Father,What?!
Grandma Nagomi,We need to get home and prepare for a party!
s Father,"Don’t be absurd, Mom! "
Grandma Nagomi,Listen to yourself!
Grandma Nagomi,Kazuya”s brought home a real hale and hearty hottie!
Chizuru Ichinose,H-Hale and hearty hottie?! 
Grandma Nagomi,Can you believe it? Our Kazuya…
s Father,Mom!
Grandma Nagomi,He has such as beautiful girlfriend! Do you have any idea what this means?!
Grandma Nagomi,"Our Kazuya, of all people! "
Grandma Nagomi,After showing no signs of anything resembling a love life for twenty whole years. 
Grandma Nagomi,Kazuya… Our Kazuya has…
s Father,"We’re heading back to the store. Watch over her, Kazuya."
Kazuya Kinoshita,Sure.
s Father,"And make sure you walk your girlfriend back, okay? "
s Mother,"Chizuru-san, come visit our home sometime."
Chizuru Ichinose,Thank you.
Grandma Nagomi,"By the way, you two…"
Grandma Nagomi,Have you had sex already?
Kazuya Kinoshita,Gran! 
Grandma Nagomi,Physical compatibility matters a lot in a marriage.
Kazuya Kinoshita,M-Marriage? 
Chizuru Ichinose,Kazuya-san and I have talked about it. 
Chizuru Ichinose,We both want to take the things seriously. 
Chizuru Ichinose,"He’s your family’s eldest son, so we wanted to hold off until we had your approval. "
Kazuya Kinoshita,Her ad libbing is on point! 
Grandma Nagomi,Do it! You have my permission! 
Grandma Nagomi,"Day or night, whenever! As much as you want! "
Kazuya Kinoshita,Gran! 
Chizuru Ichinose,If you say so…
Chizuru Ichinose,I guess we could. 
Kazuya Kinoshita,This is an act! It’s all an act!
Grandma Nagomi,Oh right! Let me go get the other old girls!
Chizuru Ichinose,Others? 
Grandma Nagomi,They asked me to introduce my grandson’s girlfriend if he ever got one! 
Chizuru Ichinose,"Hey, what’s going on here?"
Grandma Nagomi,"Oh, this is the third time she’s been hospitalised here. It seems she’s made quite a few friends here. "
Chizuru Ichinose,What do I do? This is bad!
Kazuya Kinoshita,Why are you panicking? 
Chizuru Ichinose,She’s here…
Chizuru Ichinose,My grandma’s an in patient at this hospital too.
Kazuya Kinoshita,What? 
Chizuru Ichinose,I haven’t told her anything about the rental girlfriend job.
Kazuya Kinoshita,Isn’t that really bad news?
Chizuru Ichinose,That’s exactly what I said!
Chizuru Ichinose,"Anyway, I need to get out of here! "
Kazuya Kinoshita,Hey… 
Grandma Nagomi,"Follow me, everyone. "
Grandma Nagomi,"She’s a real babe, I tell you !"
Grandma Nagomi,I’ve never seen a girl that hot! 
Kazuya Kinoshita,Crap! They're here! 
Chizuru Ichinose,This way! 
Grandma Nagomi,"Try not to collapse in shock, Tanaka-san."
san,I’ll be just fine!
san,"The rest of you watch out for heart attacks, too! "
Grandma Nagomi,Huh? They’re gone.
Kazuya Kinoshita,A vacant room? 
Grandma Nagomi,They were here just a minute ago! 
Grandma Nagomi,It’s true! Believe me! 
Chizuru Ichinose,it’s only a matter of time before they find us here. 
Kazuya Kinoshita,Wanna exit through the window?
Chizuru Ichinose,We’re on the fifth floor you know. 
Kazuya Kinoshita,What do we do then? 
Chizuru Ichinose,We’ll have to leave one at a time. 
Chizuru Ichinose,You go first and distract them. 
Chizuru Ichinose,I’ll use that chance to get outside. 
Kazuya Kinoshita,Distract them? How? 
Chizuru Ichinose,Figure that out yourself! 
Kazuya Kinoshita,Th-They’re coming!
Chizuru Ichinose,Get over here! 
Grandma Nagomi,Not here either? 
Grandma Nagomi,"Where art thou, Chizuru? "
Chizuru Ichinose,"Keep it down, stupid! "
Kazuya Kinoshita,This is…
Kazuya Kinoshita,The biggest crisis of all! 
Chizuru Ichinose,What in the world is wrong with you?! 
Kazuya Kinoshita,Nothing! It’s not my fault! 
Kazuya Kinoshita,It’s a natural response for any twenty year old guy! 
Chizuru Ichinose,Get it back down right now! 
Kazuya Kinoshita,"I can’t, okay? I just can’t! "
Chizuru Ichinose,"If you keep it up, I’ll report you to the agency. "
Kazuya Kinoshita,Don’t move! You’re making its worse! 
Grandma Nagomi,Uh.. are you all right? 
Chizuru Ichinose ,"I am fine, thanks! "
Grandma Nagomi,That’s good. 
Grandma Nagomi,"If I may ask, have you seen a young couple around? "
Grandma Nagomi,Really? Thank you! 
Grandma Nagomi,The targets are outside! 
Kazuya Kinoshita,Looks like she’s gone.
Chizuru Ichinose,Yeah…
Kazuya Kinoshita,This range is l-lethal…
Kazuya Kinoshita,What a slender…
Kazuya Kinoshita,And soft… body!
Kazuya Kinoshita,"Wait, right now…"
Kazuya Kinoshita,"She’s my girlfriend, isn’t she? "
Chizuru Ichinose,Like hell!
Chizuru Ichinose,What are you thinking? 
Chizuru Ichinose,Don’t forget that I’m just a rental girlfriend!
Chizuru Ichinose,"Hell could freeze over, and I still would be yours for real! "
Grandma Sayuri,"Chizuru? Is that you, Chizuru?"
Chizuru Ichinose,Grandma…
Grandma Nagomi,"What’s the matter, Ichinose-san?"
Grandma Nagomi,Kazuya!
Grandma Sayuri,What's this Kazuya-Kun? 
Grandma Sayuri,You mean your grandson’s girlfriend is Chizuru? 
Kazuya Kinoshita,Are you serious?!
Grandma Sayuri,Chizuru is my granddaughter.
Kazuya Kinoshita,I shouldn't make this worse for her! 
Kazuya Kinoshita,"Sorry, Gran! I don’t really have a girl- "
Chizuru Ichinose,What? 
Chizuru Ichinose,Kazuya- san’s grandmother and mine are friends? 
Chizuru Ichinose,What a coincidence! Like it was written in the stars!
Chizuru Ichinose,Or something…
Grandma Nagomi,I don’t believe it.
Grandma Nagomi,"To think Chizuru was your granddaughter, Ichinose-san! "
Grandma Sayuri,"I don’t believe it, either."
Grandma Nagomi,But it all makes sense now.
Grandma Nagomi,Of course your granddaughter would be a bombshell in every possible way!
Grandma Sayuri,"Oh, please."
Grandma Sayuri,"I can also rest easy if Chizuru is dating your grandson, Kinoshita-san."
Grandma Nagomi,Here’s hoping we go from friends to family when they get married. 
Grandma Sayuri,Likewise. 
Kazuya Kinoshita,Say no to collusion! 
Kazuya Kinoshita,Sorry… I made you lie for me.
Chizuru Ichinose,It’s fine.
Chizuru Ichinose,Lots of clients want to introduce me to their family. 
Kazuya Kinoshita,Really?
Chizuru Ichinose,"Anyway, it’s partly my fault for keeping this job a secret. "
Chizuru Ichinose,Let’s just tell them we broke up.
Chizuru Ichinose,That’s the best option.
Kazuya Kinoshita,Yeah. 
Kazuya Kinoshita,My family runs a store called “Nagomi Sake.” 
Kazuya Kinoshita,It was started in my granddad’s time and now my mum and dad run it. 
Kazuya Kinoshita,Even after my granddad died early.
Kazuya Kinoshita,"My grandma keeps it running, despite having debts and my dad to worry about. "
Kazuya Kinoshita,"So, to our family, my grandma’s like a goddess. "
Kazuya Kinoshita,And it’s our goddess’s wish that I find someone nice before she dies. 
Kazuya Kinoshita,"I’m a real grandma’s boy, so I want ti grant her wish before she goes."
Kazuya Kinoshita,"I had a girlfriend for a month, recently."
Kazuya Kinoshita,"When I asked her to meet my grandma, she refused. "
Kazuya Kinoshita,And ultimately she dumped me. 
Kazuya Kinoshita,It was out of desperation that I pressed that button and rented you.
Kazuya Kinoshita,"Lame as hell, right? "
Kazuya Kinoshita,"What am I, a rabbit?"
Kazuya Kinoshita,One that dies if it gets lonely.
Chizuru Ichinose,There’s no one alive who doesn't get lonely. 
Chizuru Ichinose,Just a lot of people good at hiding it. 
Chizuru Ichinose,They all fill the void in their heart with work or significant others. 
Kazuya Kinoshita,I’ll apologise to my grandma… 
Kazuya Kinoshita,And introduce a real girlfriend to her someday. 
Kazuya Kinoshita,I’ll figure it out myself. 
Kazuya Kinoshita,"After all, there’s no way to get your true self on rental. "
Kazuya Kinoshita,Ow!
Kazuya Kinoshita,What was that for?! 
Chizuru Ichinose,That was corny as hell! Gross! 
Chizuru Ichinose,Could you please not drag me into your embarrassingly self-absorbed soliloquy? 
Kazuya Kinoshita,"Y-You’re one to talk, with the corny act you put one every day! "
Chizuru Ichinose,"Hey, I do it for work. Corny is perfectly fine by me."
Kazuya Kinoshita,"Hey, uh… Sorry about everything today."
Kazuya Kinoshita,And thanks.
Chizuru Ichinose,"I’m no different. I want to make my family happy, too."
Chizuru Ichinose,"But, I just can’t quit this job right now. "
Chizuru Ichinose,I don’t want anything like today’s date ever again.
Chizuru Ichinose,But whenever you find yourself feeling like a rabbit. 
Chizuru Ichinose,Feel free to call me. 
Kazuya Kinoshita,Nah. 
Kazuya Kinoshita,I doubt I’ll see Mizuhara Chizuru ever again. 
Kazuya Kinoshita,I won’t turn to her anymore. 
Kazuya Kinoshita,I’m done with pretend dating forever. 
Chizuru Ichinose,That dork. 
Kazuya Kinoshita,And this is where my real story begins.
Kazuya Kinoshita,"The story of my precious, yet optimistic campus life."
kun,"Yo, Kazuchin. "
kun,How many times did you jerk it yesterday? 
Kazuya Kinoshita,The story of my rueful virgin life starts now! 
Kazuya Kinoshita,Three times! 
kun,"Whoa, hardcore! "
Kun,Virgins gonna virgin! 
kun,"What’s up, Kazuya? You know her? "
Kazuya Kinoshita,Huh? No…
kun,"Who is that, even? "
Kun,I think it’s Ichi… Ichi-something… from the literature department.
kun,So what's the story? Felt like something was up between you two. 
Kun,"Yeah, tell us."
Kazuya Kinoshita,No… I think I mistook her for someone else.
kun,What?!
kun,The heck? Don’t get our hope up like that.
Kun,Any girl you see makes you think you’ve “met her before”? 
Kun,Virgins gonna virgin.
Kazuya Kinoshita,Speak for yourself!
kun,We’ll be in touch later.
Kazuya Kinoshita,Sure. 
Kazuya Kinoshita,It’s way too crazy to be true.
Kazuya Kinoshita,She’s probably just someone else.
Chizuru Ichinose,Don’t you dare tell anyone!
Chizuru Ichinose,You don’t know me at all!
Chizuru Ichinose,And there was nothing between us!
Chizuru Ichinose,Promise me that!
Kazuya Kinoshita,So you really are Mizuhara?
Chizuru Ichinose,"Yes, I am. I’m keeping my job a secret. "
Chizuru Ichinose,Problem with that?
Chizuru Ichinose,I do it because I don’t want people talking behind my back!
Chizuru Ichinose,Repeat after me! You and I are… 
Kazuya Kinoshita,"Okay, okay! I get it!"
Chizuru Ichinose,Sheesh. Why are you even here?
Chizuru Ichinose,"I’ve been avoiding dates in the same area as the college, but this makes it all meaningless. "
Chizuru Ichinose,Goodbye. I pray that you never hit the “I agree” and “confirm” buttons again.
Kazuya Kinoshita,I can’t believe Mizuhara Chizuru goes to my college…
Chizuru Ichinose,Huh?!
Kazuya Kinoshita,Why?
Kazuya Kinoshita,"Wait, hang on! "
Kazuya Kinoshita,"Mizuhara-san? It’s you, isn’t it?! "
Kazuya Kinoshita,"Or wait, Ichinose-san? "
Kazuya Kinoshita,"Talk about coincidence, huh?"
Chizuru Ichinose,What are you doing here?! 
Kazuya Kinoshita,"Well, my apartment is next door."
Chizuru Ichinose,"I mean, why do you live here? "
Kazuya Kinoshita,"Uh, I’m not sure how to answer that."
Chizuru Ichinose,No interacting with me! 
Chizuru Ichinose,"No meddling or prying, either! "
Kazuya Kinoshita,The heck? Don’t act like I’m some kind of stalker.
Kazuya Kinoshita,But…
Kazuya Kinoshita,"She’s living in my apartment complex… Right next door, even."
Kazuya Kinoshita,"Mizuhara Chizuru, of all people."
Grandma Nagomi,"Hey, Kazuya. I finally got through to you."
Kazuya Kinoshita,"Oh, you got internet in your hospital room?"
Grandma Nagomi,It’s 980 yen per month for WIFI.
Grandma Nagomi,An unexpected expense!
Kazuya Kinoshita,I need to tell her the truth. 
Kazuya Kinoshita,"Hey, Gran…"
Grandma Nagomi,"I’m about to head over to your place, Kazuya."
Grandma Nagomi,Can you call Chizuru over for me? 
Kazuya Kinoshita,Huh? No way! 
Grandma Nagomi,Didn't you know?
Grandma Nagomi,There’s this popular new mobile game called Hot ’n Steamy Hot Springs Matron.
Grandma Nagomi,And this “Sen” girl in it is a dead ringer for Chizuru.
Grandma Nagomi,I ended up whaling for her.
Grandma Nagomi,"See you in a bit, then! I can’t wait! "
Kazuya Kinoshita,Wait a- 
Kazuya Kinoshita,What? Gran’s coming over now? 
Kazuya Kinoshita,You need to book a rental girlfriend a week in advance. 
Kazuya Kinoshita,It’s too late now!
Kazuya Kinoshita,But she’ll snap if I tell her in person that we broke up1 
Kazuya Kinoshita,What if she cries on me again? 
Kazuya Kinoshita,Help me! 
Kazuya Kinoshita,Be my girlfriend one more time! 
Chizuru Ichinose,Huh? Are you kidding me? 
Kazuya Kinoshita,Please! Gran’s coming over today! 
Kazuya Kinoshita,"Just an hour… No, even half an hour will do! "
Chizuru Ichinose,Didn't we agree to tell our grandmas we broke up?
Kazuya Kinoshita,I’m not ready for that conversation yet.
Chizuru Ichinose,Why should I care?!
Kazuya Kinoshita,She’s taken a real liking to you!
Kazuya Kinoshita,"She looked so lively talking about you, I couldn't bring myself to tell her!"
Kazuya Kinoshita,Please! I beg of you! 
Chizuru Ichinose,Not happening. 
Chizuru Ichinose,"Article 3 (c) of the user agreement: Demanding that our talents accompany the user toothier residence, workplace, or other private space is strictly forbidden.” "
Chizuru Ichinose,"You’re old enough to know what that means, right? "
Chizuru Ichinose,"if you're going to lie, you need to make it right. "
Chizuru Ichinose,Putting things off turns people into children. 
Chizuru Ichinose,"And above all, I decided I’m going to finish my report today. "
Chizuru Ichinose,Goodbye! 
Grandma Nagomi,"Hey, Kazuya. Put on some tea. "
Kazuya Kinoshita,You got here quick! 
Grandma Nagomi,Gotta strike while the iron’s hot. 
Grandma Nagomi,Look at how filthy this apartment is. 
Grandma Nagomi,No one would guess that the guy living here has a girlfriend. 
Grandma Nagomi,She’s sharp as ever.
Grandma Nagomi,When do you think Chizuru will arrive? 
Kazuya Kinoshita,Huh? 
Kazuya Kinoshita,"Oh, uh, I don't know. "
Kazuya Kinoshita,Um… let me try calling her. 
Kazuya Kinoshita,Hello? It’s me. 
Kazuya Kinoshita,Gran’s already here. You busy?
Kazuya Kinoshita,"Oh, you're at work? Ah, I see. "
Chizuru Ichinose,Who is it? 
Kazuya Kinoshita,Delivery for you.
Chizuru Ichinose,Hel… Huh?
Kazuya Kinoshita,Please! Just a minute… even ten seconds will do!
Chizuru Ichinose,I’m gonna call the cops! 
Kazuya Kinoshita,I’ll buy you sweets from the convenience store! 
Chizuru Ichinose,Get out!
Kazuya Kinoshita,"I’m begging you. Think of it as helping me out! I mean, we’ve date before, right?!"
Chizuru Ichinose,"I was just a rental girlfriend, damn it!"
Kazuya Kinoshita,"Yeah, I have to brace myself and just do it."
Grandma Nagomi,"Hey, Gran…"
Grandma Nagomi,I need to tell you something. 
Grandma Nagomi,"You broke up, didn’t you? "
Kazuya Kinoshita,G-Gran?
Grandma Nagomi,She got tried of sloppiness and split. 
Grandma Nagomi,I can picture it clear as day. 
Grandma Nagomi,And you tried to cover it up because you couldn't bring yourself to tell the truth.
Grandma Nagomi,That is no way for the heir to the Kinoshita family to act. 
Kazuya Kinoshita,Aren’t you mad?
Kazuya Kinoshita,At me… 
Kazuya Kinoshita,At Mizuhara? 
Grandma Nagomi,Never in your life have you been a ladies’ man. 
Grandma Nagomi,And I mean that literally! Not even once!
Kazuya Kinoshita,Yeah.
Grandma Nagomi,All you ever brought over were stinky boys.
Grandma Nagomi,There was a time when I doubted there was a single girl out there who’d come to like you. 
Grandma Nagomi,How could I ever be angry with the lady who did fall for you? 
Grandma Nagomi,She showed me a beautiful dream. 
Grandma Nagomi,Truly an angel sent by the heavens.
Kazuya Kinoshita ,Gran…
Kazuya Kinoshita,"Yeah, I’m such an idiot. "
Kazuya Kinoshita,A girl like Mizuhara would never date me for real.
Kazuya Kinoshita,It was all an illusion. 
Kazuya Kinoshita,She’s a rental girlfriend.
Kazuya Kinoshita,"I’m sorry, Gran!"
Kazuya Kinoshita,I…
Kazuya Kinoshita,I…
Chizuru Ichinose,I-I’m so sorry! 
Chizuru Ichinose,Here we go.
Chizuru Ichinose,I got help up cooking.
Kazuya Kinoshita,How.. Why are you here? 
Chizuru Ichinose,"What are you saying, Kazuya-san? You’ve been calling me all day. "
Chizuru Ichinose,Of course I would go anywhere for your grandmother! 
Grandma Nagomi,My angel! 
Grandma Nagomi,I believed in you! 
Grandma Nagomi,I knew you wouldn't cast Kazuya aside! 
Grandma Nagomi,"A boy like him will never get another girlfriend, after all! "
Grandma Nagomi,You’d better come see me on Wednesday. 
Kazuya Kinoshita,"I do, every week."
Grandma Nagomi,Not by yourself. Bring Chizuru along. 
Kazuya Kinoshita,You’re not happy just to see me? 
Grandma Nagomi,Absolutely not. 
Grandma Nagomi,"Also, make sure to walk her back. "
Kazuya Kinoshita,You don’t have to tell me. 
Grandma Nagomi,Rest assured. I guarantee that you two will get married someday. 
Kazuya Kinoshita,Mizuhara. 
Kazuya Kinoshita,Here. 
Chizuru Ichinose,"Never mind that. We’ve gone too far to tell the agency, anyway. "
Kazuya Kinoshita,Not for that. 
Kazuya Kinoshita,I’ll rent you next week. 
Kazuya Kinoshita,But you don't have to come. 
Kazuya Kinoshita,"You couldn't get your report done after all this, right? "
Chizuru Ichinose,When do you list her? Wednesday? 
Kazuya Kinoshita,"Huh? Y-yeah, every Wednesday. "
Chizuru Ichinose,"No other days, right? "
Kazuya Kinoshita,Oh right! 
Chizuru Ichinose,No meddling! 
Chizuru Ichinose,"Make like a stranger at college, too, obviously. "
Chizuru Ichinose,No talking to me! 
Chizuru Ichinose,"if you need to contact me, do it through the site! "
Kazuya Kinoshita,M-Mizuhara?
Chizuru Ichinose,Just one hour. 
Chizuru Ichinose ,You can rent me out just for one hour every Wednesday. 
Chizuru Ichinose,I’m not doing it for you! It’s for your grandmother! 
Kazuya Kinoshita,Mizuhara? 
Kazuya Kinoshita,"Thanks, Mizuhara! "
Kazuya Kinoshita,For just one hour every Wednesday…
Kazuya Kinoshita,Be my girlfriend!
Kazuya Kinoshita,Mami-chan…
Kazuya Kinoshita," First period is brand management, huh? "
chan,"Hello, Kazu-kun! "
Kazuya Kinoshita,M-Mami-chan…
Kazuya Kinoshita,We haven't talked since we broke up. 
Kazuya Kinoshita,"Damn, she’s so cute when I see her up close! "
Kazuya Kinoshita,"Her eyes are so round, and her hair is so fluffy! "
Kazuya Kinoshita,Ask her! 
Kazuya Kinoshita,Ask her why she blocked you!
chan,"What’s wrong, Kazu-kun? "
chan,You’re spaced out. 
chan,You dropped your reference book.
chan,Here.
Kazuya Kinoshita,Th-Thanks.
chan,Later! 
kun,"That’s him, officer! "
kun,The guy ogling his ex’s thighs first thing in the morning! 
Kun,I get it. Mami chan is fine. 
kun,"She’s feminine as hell, and she’s a total looker."
kun,"To top it off, she seems kinda easy. "
kun,"And she’s sure to go the extra mile in bed, too. "
Kazuya Kinoshita,You’re the one ogling her! 
kun,"Her, on the other hand? She’ll just lie there and do nothing."
Kazuya Kinoshita,Dude…
kun,"Anyway, let me give you a solid piece of advice as an old bud. "
kun,Forget about Mami-chan.
kun,She’s way out of your league.
Kazuya Kinoshita,"Coming, Coming! "
Chizuru Ichinose,What are you doing? 
Chizuru Ichinose,Isn’t it time to head over to the hospital? 
Chizuru Ichinose,Let’s pick somewhere else to meet up. 
Chizuru Ichinose,"If my agency finds out we’re meeting by our front doors, they’ll fire me."
Chizuru Ichinose,We won’t be socialising outside of dates. 
Chizuru Ichinose,But I’ll do my job as usual when I’m your “girlfriend”. 
Chizuru Ichinose,There’s no need to go easy on me in reviews. 
Kazuya Kinoshita,Gotcha. 
Chizuru Ichinose,"Okay, do you mind? "
Chizuru Ichinose,"It’s better for both of us to get the formalities out of the way, yeah? "
Kazuya Kinoshita,"Oh, yeah. "
Chizuru Ichinose,Thank you very much.
Chizuru Ichinose,"Shall we get going, Kazuya-kun? "
Grandma Nagomi,"Chizuru, my angel! "
Grandma Nagomi,Stop by again! 
Chizuru Ichinose,Can we hold hands? 
Kazuya Kinoshita,"What? O-Oh, sure. "
Kazuya Kinoshita,It’s just part of her routine! 
kun,Kazuya? 
kun,What’re you doing here? 
kun,"Oh, right! The hospital Nagomi- san’s in is around here! "
kun,"Wait, who is that? "
Kazuya Kinoshita,Crap! They’ll realise it’s Ichinose!
kun,"Sorry! He’s a sheltered idiot, but please don’t sign him up to your cult!"
Kun,"H-He has no money, so you're better off hitting up someone else to sell your urns! "
Kazuya Kinoshita,It’s not like that you guys! 
kun,It’s okay. Don’t worry! We’re here for you! 
kun,The first step to healing is admitting that you’ve been wronged!
Kazuya Kinoshita,I don’t need your counselling! I’m telling you that’s not it!
kun,"Open your eyes, fool! "
kun,There’s no other explanation for you getting ti hold hands with an S-ranked hottie!
kun,"Is she a runaway? Or wait, your long lost sister? "
Kazuya Kinoshita,Knock it off!
Kazuya Kinoshita,Y-You’re being rude…
Kazuya Kinoshita,to my…
Kazuya Kinoshita,Girlfriend! 
Kun,Girlfriend? 
Chizuru Ichinose,"Hello, I’m Mizuhara."
Chizuru Ichinose,Kazuya-san and I have been dating for a bit. 
kun,“Girlfriend”?! 
Kun,"Does he mean that thing where you go on dates, eat pancakes, put up couple selfies on social media. "
Kun,And like each other’s posts?! 
Kazuya Kinoshita,What else is there?
Chizuru Ichinose,D-Dont push your luck.
Kun,Sire! 
Kazuya Kinoshita,What the heck? This feels amazing! 
Kazuya Kinoshita,Standing next to me is the GOAT cutie! 
Kazuya Kinoshita,"Like a raging, I’ve gone from last place to winning in life in one fell swoop! "
kun,Get over here!
kun,Did you do her? 
Kazuya Kinoshita,Huh? 
Kun,We’re asking if you’ve had sex! 
Kazuya Kinoshita,Uh…not yet.
Kun,Good man! 
kun,"Lose your virginity to a babe like that, and you’ll never forget it! "
kun,Your sex life will be ruined forever! 
Kun,No other girl will satisfy you! 
Kazuya Kinoshita,These jerks…
kun,"Sorry about that! My name’s Kibe, ma’am "
Kun,And I’m Kuribayashi.
kun,"While you must be very busy on your date, we would love to invite you both to a drinking session. "
kun,Sasano-senpai called us out of nowhere. 
Kun,"You’ll come, right, Kazuya? "
kun,"As a dude, you’ll never get another chance like this. "
Kazuya Kinoshita,Of course. We were just talking about getting some grub.
kun,There we go! 
Kun,"Come this way, ma’am."
Kun,You two take the elevator. 
kun,We’ll use the stairs. 
Kazuya Kinoshita,I’m sorry! 
Chizuru Ichinose,What are you playing at?! 
Chizuru Ichinose,How many lies must you tell before you’re satisfied?!
Chizuru Ichinose,"Also, we’ve gone way past an hour! "
Kazuya Kinoshita,"I’ll pay for an extension, okay? "
Kazuya Kinoshita,"I’ve known that guy since we were kids! He’s friendly with my gran, too!"
Kazuya Kinoshita,"If he finds out about the rental girlfriend thing, so will she! "
Chizuru Ichinose,What? I can’t have that! 
Chizuru Ichinose,"Even my grandma will find out, then! "
Kazuya Kinoshita,"Please! I’ll tell him soon enough that we broke up, anyway! "
Kazuya Kinoshita,Help me make him a believer for now!
Kun,"Oh, they’re here. "
kun,"Come this way, you two. "
kun,"Sorry, we’re late! I brought Kazuya!"
kun,"What’s more, he’s with his girlfriend! "
kun,Uh…What’s with this mood? 
chan,Kazu-kun.
Kazuya Kinoshita,M-Mami-chan? 
kun,"My bad, Kazuya. I had no idea she’s be here. "
chan,"H-Heya, Kazuya. Come on in. "
kun,I’ll start with a draft. 
kun,And for the lady? 
Chizuru Ichinose,I’ll have a Shirley Temple.
Kun,"So, like, I had no idea, but then my ex…"
Kazuya Kinoshita,"I wanna go home, like, yesterday! "
Kazuya Kinoshita,What is this hell situation?! 
Kazuya Kinoshita,Could the mood be any worse?! 
Kazuya Kinoshita,Kill me! 
Kazuya Kinoshita,Just kill me now! 
Kazuya Kinoshita,Should I pretend to hit the john and run away? 
Kazuya Kinoshita,Nope. I can’t leave Mizuhara all by herself here. 
Kazuya Kinoshita,Is Mami-chan mad? 
Kazuya Kinoshita,"But, hey, she dumped me. I’ve done nothing wrong here, right? "
Kazuya Kinoshita,M-Maybe she’s a teensy bit jealous? 
chan,C-C’mon guys. Why are we being so awkward? 
chan,"I’ve moved one, too, so it’s all in the past. Let’s enjoy our drinks."
Kazuya Kinoshita,Moved on? 
Kazuya Kinoshita,"Moved on, to what? A dog? "
Kazuya Kinoshita,"Like hell, She means a boyfriend. "
Kazuya Kinoshita,Duh. Mami-chan’s a hottie. 
Kazuya Kinoshita,"Hear me out, Mami-chan."
Kazuya Kinoshita,Mizuhara’s just a rental girlfriend. 
Kazuya Kinoshita,"I’m paying for her. Laughable, right? "
Kazuya Kinoshita,"If I don’t agree with the terms of service, she won’t even come anywhere near me. "
chan,"Right, Kazu-kun?"
Kazuya Kinoshita,Y-yeah… 
Kazuya Kinoshita,So Mami-chan’s been getting on just fine. 
Kazuya Kinoshita,Y-You fool! Now isn't the time to rise up! 
Kazuya Kinoshita,You’re gonna stay homeless for a while yet. 
chan,"Oh. Welcome back, Kazu-kun. "
Kazuya Kinoshita,Wh-What’s brought you two together? 
chan,"Oh, I just found her incredibly pretty. "
chan,"But if you’re that cute, you must have a hard time dealing with Kazu-kun’s libido. "
chan,"Y’know, he doesn't have any experience. "
chan,He gets this scary look in his eyes sometimes. 
chan,I wore a miniskirt on a date once. 
chan,"And he was all like, “I can’t stand right now!” "
chan,"Once we kissed, he wanted it every date, even if lunch had been packed with garlic. "
chan,And the he’d try to hold my hand all the time.
chan,And take me to pubs that stay open late for dinner. 
chan,It was almost impressive just how horny he was. 
kun,"That’s enough, Mami-chan. "
chan,What? Why? 
chan,"I mean, aren’t I right, Kazu-kun? "
Chizuru Ichinose,I can’t take this. 
Chizuru Ichinose,Don’t badmouth my Kazuya-san 
chan,Huh? Sorry. I wasn’t trying to… 
Chizuru Ichinose,It’s absurd that you’d tell a stranger about thins that happened when you dated. 
Chizuru Ichinose,I feel bad for him! 
chan,"Oh-Oh… Sorry, if I offended you. "
chan,But this is our usual group dynamic…
Chizuru Ichinose,You think that means you can say anything you want?! 
kun,"Okay, calm down, you two. "
chan,"Apologise to her for me, Kazu-Kun! "
Chizuru Ichinose,You should tell her off! 
Kazuya Kinoshita,"That’s just how I am, okay? "
Chizuru Ichinose,I’m leaving. 
kun,"You sure about this, Kazu-chin? "
kun,Kazu-chin. 
kun,Listen to me. Just call her. 
Kazuya Kinoshita,"Oh, buzz off. "
kun,Is he gonna be okay?
Kazuya Kinoshita,"I know, okay? I know! "
Kazuya Kinoshita,I know Mizuhara spoke up for me because I didn’t. 
Kazuya Kinoshita,It’s fine this way. 
Kazuya Kinoshita,"Ultimately, she’s just a rental girlfriend. "
Kazuya Kinoshita,The most shallow of relationships. 
chan,My place is close by. Wanna stop by? 
Kazuya Kinoshita,B-But didn’t you say you have a boyfriend? 
chan,I made it up because brought along such a pretty girlfriend.
Kazuya Kinoshita,M-Mami-chan? 
chan,"Oh, sorry! "
chan,"My little brother has his friends over, so we can’t go to my place. "
Kazuya Kinoshita,"Gah, I wanna go! I wanna see her room! "
Kazuya Kinoshita,"O-Oh, really? Are you and your brother close? "
chan,No way. He’s a total brat. 
